Role	Revshare	Free	Link to More Details	UUID
Paralegal, Data Protection	yes	no	https://github.com/Game-Dev-Network/work/tree/master/looking-for-work/profiles/ee5f2909-0a63-4695-aaf5-a564e7a2c999/ca79c994-0f85-47f8-ba36-7779a6200a9c/README.md	ee5f2909-0a63-4695-aaf5-a564e7a2c999
